"281471310913640","281471310913647","PL","Poland","Przedsiebiorstwo EL 12 Sp. z o.o."
"281471311085352","281471311085359","GB","United Kingdom of Great Britain and Northern Ireland","Educationvillage Darlington"
"281471311921032","281471311921039","AT","Austria","Griehser GmbH"
"281471312402768","281471312402771","KZ","Kazakhstan","Akmolinskaja oblast"
"281471312461460","281471312461503","KZ","Kazakhstan","JSC Kazakhtelecom"
"281471314706432","281471314722815","AM","Armenia","GNC-Alfa CJSC"
"281471314747360","281471314747367","IT","Italy","Sirius Ship Management"
"281471314845696","281471314853887","GB","United Kingdom of Great Britain and Northern Ireland","Rackspace Inc."
"281471315974336","281471315974351","IT","Italy","Unita' Sanitaria Locale N.2"
"281471315990396","281471315990415","IT","Italy","Telecom Italia S.p.A."
"281471316014376","281471316014379","IT","Italy","Gssgeneralisharedservicesscarl"
"281471316038584","281471316038591","IT","Italy","Reggio Autoscuole di Barbieri Ivano Riccardo E Claudio S N C"
"281471316055864","281471316055867","IT","Italy","Infrastrutture E Telecomunicazioni Per l'Italia S.p.A."
"281471316083856","281471316083883","IT","Italy","Telecom Italia S.p.A."
"281471316109108","281471316109111","IT","Italy","Longarini Loretta-Maria"
"281471316242432","281471316246527","CH","Switzerland","GIB-Solutions AG"
"281471317602304","281471317604351","RU","Russian Federation","JSC IOT"
"281471318745784","281471318745791","PL","Poland","Stekop S.A."
"281471319606338","281471319606344","CR","Costa Rica","Cogent Communications LLC"
"281471320693732","281471320693735","US","United States of America","Current Inc"
"281471321375888","281471321375889","US","United States of America","Cogent Communications LLC"
"281471321397248","281471321397255","US","United States of America","Zadara Storage Inc."
"281471321431192","281471321431247","US","United States of America","Cogent Communications LLC"
"281471323000832","281471323001855","SV","El Salvador","Digicel S.A. de C.V."
"281471323718144","281471323718223","US","United States of America","Cogent Communications LLC"
"281471324250376","281471324250383","US","United States of America","K2 Services LLC"
"281471324708608","281471324717087","US","United States of America","Cogent Communications LLC"
"281471325057872","281471325057879","US","United States of America","Korea Institute of Science and Technology Information"
"281471325094536","281471325094551","US","United States of America","Cogent Communications LLC"
"281471325107560","281471325107575","US","United States of America","Cogent Communications LLC"
"281471325131921","281471325131921","GB","United Kingdom of Great Britain and Northern Ireland","ThinkHuge"
"281471325472752","281471325472767","US","United States of America","Mariner Wealth Advisors LLC"
"281471325654048","281471325654063","US","United States of America","Backoffice Associates LLC"
"281471325759696","281471325759711","US","United States of America","Cogent Communications LLC"
"281471325817177","281471325817177","CA","Canada","Cogent Communications LLC"
"281471325910012","281471325910015","US","United States of America","Gwynn Group"
"281471326047052","281471326047052","CA","Canada","Cogent Communications LLC"
"281471326107488","281471326107495","US","United States of America","Fiber Stream"
"281471326120984","281471326121007","US","United States of America","Cogent Communications LLC"
"281471326136584","281471326136591","US","United States of America","Cogent Communications LLC"
"281471326148680","281471326148683","US","United States of America","Cogent Communications LLC"
"281471326205112","281471326205183","US","United States of America","Cogent Communications LLC"
"281471326387200","281471326387455","US","United States of America","Sandler Capital Management"
"281471326560352","281471326560383","US","United States of America","Cogent Communications LLC"
"281471326776064","281471326776319","US","United States of America","Dubhe Media Technology Limited"
"281471327275128","281471327275135","US","United States of America","Ogden Cap Properties LLC"
"281471327288480","281471327288535","US","United States of America","Cogent Communications LLC"
"281471327307968","281471327307975","US","United States of America","Wilshire Temple"
"281471327332008","281471327332023","CA","Canada","Cogent Communications LLC"
"281471327535232","281471327535359","US","United States of America","Cogent Communications LLC"
"281471328012288","281471328012799","US","United States of America","Skynet Managed Technology Services"
"281471328460504","281471328460511","US","United States of America","Lettieri and Co"
"281471328481088","281471328481111","US","United States of America","Cogent Communications LLC"
"281471328495488","281471328495495","US","United States of America","Burgess"
