"281472504521522","281472504521532","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Zenlayer Inc","zenlayer.com"
"281472504531621","281472504531621","DCH","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Zenlayer Inc","zenlayer.com"
"281472504546596","281472504546596","PUB","BR","Brazil","Ceara","Fortaleza","Ace Data Centers Inc.","acedatacenter.com"
"281472504555835","281472504555835","DCH","BG","Bulgaria","Sofia (stolitsa)","Sofia","2E Telecommunications Ltd. Co.","acedatacenter.com"
"281472504664635","281472504664635","PUB","US","United States of America","Arizona","Phoenix","HostGator.com LLC","hostgator.com"
"281472505151563","281472505151638","DCH","US","United States of America","Pennsylvania","Philadelphia","IONOS Inc.","ionos.com"
"281472505552957","281472505552957","WEB","US","United States of America","California","Los Angeles","Psychz Networks","psychz.net"
"281472505991561","281472505991563","PUB","US","United States of America","California","Westlake Village","SpeedVM Network Group LLC","speedvm.com"
"281472514960581","281472514960581","PUB","RU","Russian Federation","Murmanskaya oblast'","Murmansk","LLC Murmansk Multiservice Networks","mmsn.ru"
"281472515057136","281472515057143","DCH","ES","Spain","Madrid, Comunidad de","Madrid","SRX12V20","acens.net"
"281472515299057","281472515299187","DCH","CZ","Czechia","Stredocesky kraj","Kutna Hora","Khnet.Info Z.S.","khnet.info"
"281472516647478","281472516647478","PUB","BA","Bosnia and Herzegovina","Federacija Bosne i Hercegovine","Gracanica","Wirac.net D.O.O.","wirac.ba"
"281472517315198","281472517315198","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","BrainStorm Network Inc","oneprovider.com"
"281472517513766","281472517513766","PUB","RU","Russian Federation","Rostovskaya oblast'","Kamenolomni","Internod LLC","runexis.ru"
"281472517520243","281472517520243","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com"
"281472517686008","281472517686010","PUB","GR","Greece","Attiki","Athens","Lancom Ltd.","lancom.gr"
"281472517689367","281472517689367","PUB","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net"
"281472517692227","281472517692227","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net"
"281472518369346","281472518369346","PUB","DE","Germany","Hessen","Frankfurt am Main","Aeza Group LLC","aeza.net"
"281472518458198","281472518458264","DCH","DE","Germany","Nordrhein-Westfalen","Dortmund","IDEAMED s.r.o.","bgp.tools"
"281472518512066","281472518512094","DCH","HU","Hungary","Budapest","Budapest","Rackforest ZRT.","rackforest.com"
"281472518690121","281472518690184","DCH","IR","Iran (Islamic Republic of)","Semnan","Semnan","Pishgaman Tejarat Sayar Company (Private Joint Stock)","shabdiznet.com"
"281472520964307","281472520964307","PUB","BG","Bulgaria","Shumen","Novi Pazar","Global Communication Net Plc","gcn.bg"
"281472521025034","281472521025034","PUB","RU","Russian Federation","Yaroslavskaya oblast'","Yaroslavl'","OOO Granat Yaroslavl","yaroslavl.ru"
"281472521512867","281472521512867","PUB","RU","Russian Federation","Stavropol'skiy kray","Lermontov","Boris Ltd","boris.ltd"
"281472521746046","281472521746053","DCH","FI","Finland","Uusimaa","Helsinki","Global Connectivity Solutions LLP","globconnex.com"
"281472522033413","281472522033413","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GCI Network Solutions Limited","gcicom.net"
"281472523316015","281472523316015","PUB","PL","Poland","Mazowieckie","Wyszkow","Adam Rojek","fuz.pl"
"281472523341613","281472523341629","DCH","RU","Russian Federation","Udmurtskaya Respublika","Kama","Telecommunication Company Kama - Link LLC","darina.su"
"281472523533505","281472523533505","PUB","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com"
"281472523604141","281472523604145","DCH","RU","Russian Federation","Moskva","Moscow","Crelcom LLC","crelcom.ru"
"281472523675503","281472523675503","PUB","KG","Kyrgyzstan","Bishkek Shaary","Bishkek","Mega-Line Ltd.","megaline.kg"
"281472523850868","281472523850869","DCH","US","United States of America","Florida","Miami","CDNext MIA","datapacket.com"
"281472524061696","281472524062207","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GVM Sistem 2003 SRL","gvm.ro"
"281472524086884","281472524086884","PUB","RU","Russian Federation","Kaliningradskaya oblast'","Kaliningrad","IP Yashutkin Andrei Vladimirovich","mitel-inter.net"
"281472525355540","281472525355544","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv"
"281472525360179","281472525360180","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv"
"281472525365359","281472525365359","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv"
"281472525443262","281472525443262","TOR","SE","Sweden","Stockholms lan","Stockholm","Bahnhof AB","bahnhof.se"
"281472525469117","281472525469118","PUB","UA","Ukraine","Chernivetska oblast","Chernivtsi","PE Dmytro Golubnichiy Volodomirovich","langate.ua"
"281472525474859","281472525474859","DCH","UA","Ukraine","Chernivetska oblast","Chernivtsi","PE Dmytro Golubnichiy Volodomirovich","langate.ua"
"281472525591024","281472525591031","DCH","DE","Germany","Hessen","Frankfurt am Main","Luka Netconsult GmbH","luka.de"
"281472525804658","281472525804658","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com"
"281472525948283","281472525948288","DCH","NL","Netherlands (Kingdom of the)","Zuid-Holland","Naaldwijk","WorldStream B.V.","worldstream.nl"
"281472526045184","281472526046490","DCH","NL","Netherlands (Kingdom of the)","Flevoland","Almere Stad","Savvii B.V.","savvii.com"
"281472526085552","281472526085552","PUB","RU","Russian Federation","Tverskaya oblast'","Toropets","KVS Ltd","mart.ru"
"281472526716640","281472526716640","PUB","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru"
"281472526746065","281472526746065","PUB","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru"
"281472526764375","281472526764375","PUB","RU","Russian Federation","Moskva","Moscow","Contel OOO","cloud4box.ru"
"281472527664578","281472527664579","DCH","CN","China","Nei Mongol","Hohhot","China Unicom Innermongolia Province Network","chinaunicom.com"
"281472530223702","281472530223922","DCH","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","LG DACOM KIDC","kidc.net"
"281472533380210","281472533380210","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","HyosungITX","hyosungcdn.com"
"281472533392830","281472533392830","PUB","PK","Pakistan","Sindh","Karachi","Transworld Associates (Pvt.) Ltd.","tw1.com"
"281472542374400","281472542374462","DCH","CN","China","Hebei","Baoding","China Unicom Hebei Province Network","chinaunicom.com"
"281472548410276","281472548410276","PUB","AU","Australia","Victoria","Melbourne","J2 Australia Hosting Pty Ltd","web24.com.au"
"281472551795738","281472551795738","PUB","IN","India","Uttar Pradesh","Noida","Kukuni","terapeer.com"
"281472552271695","281472552271695","DCH","IN","India","Maharashtra","Mumbai","Microscan Computers Private Limited","microscan.co.in"
"281472557009664","281472557009919","DCH","CN","China","Beijing","Beijing","China Unicom Beijing Province Network","chinaunicom.com"
"281472558799188","281472558799188","DCH","CN","China","Hebei","Zhangjiakou","ChinaNet Hebei Province Network","chinatelecom.com.cn"
"281472559159623","281472559159760","DCH","CN","China","Shanghai","Shanghai","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472565663661","281472565663698","DCH","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472567141376","281472567141443","DCH","CN","China","Guangdong","Huizhou","China Unicom Guangdong Province Network","chinaunicom.com"
"281472572018770","281472572018770","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com"
"281472577230744","281472577230744","PUB","CN","China","Shandong","Rizhao","China Unicom Shandong Province Network","chinaunicom.com"
"281472579008385","281472579008511","SES","HK","Hong Kong","Hong Kong","Hong Kong","Facebook","facebook.com"
"281472579880826","281472579880826","VPN","JP","Japan","Tokyo","Tokyo","Arteria Networks Corporation","arteria-net.com"
"281472581057763","281472581057763","PUB","TH","Thailand","Chon Buri","Pattaya","TOT Public Company Limited","tot.co.th"
"281472581613746","281472581613751","DCH","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com"
"281472581627537","281472581627556","DCH","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com"
"281472583061600","281472583061759","DCH","CN","China","Guangdong","Huizhou","ChinaNet Guangdong Province Network","chinatelecom.com.cn"
"281472585201282","281472585201407","DCH","CN","China","Guangdong","Shenzhen","ChinaNet Guangdong Province Network","chinatelecom.com.cn"
"281472586288128","281472586288289","DCH","CN","China","Shaanxi","Xi'an","ChinaNet Shaanxi Province Network","chinatelecom.com.cn"
"281472590522143","281472590522143","VPN","JP","Japan","Osaka","Osaka","Excite Japan Co. Ltd.","excite.co.jp"
"281472594659550","281472594659550","VPN","ID","Indonesia","Jakarta Raya","Jakarta","PT Indosat","indosat.com"
"281472598782652","281472598782652","PUB","CN","China","Beijing","Beijing","Beijing Jingdong 360 Degree E-Commerce Co. Ltd.","jd.com"
"281472601042115","281472601042115","DCH","CN","China","Anhui","Ma'anshan","ChinaNet Anhui Province Network","chinatelecom.com.cn"
"281472601327314","281472601327314","PUB","CN","China","Anhui","Chizhou","ChinaNet Anhui Province Network","chinatelecom.com.cn"
"281472601847035","281472601847035","DCH","CN","China","Jiangsu","Nanjing","Nanjing Xinfeng Information Technologies Inc.","greatbit.com"
"281472603151506","281472603151506","PUB","BD","Bangladesh","Dhaka","Dhaka","Optimax Communication Ltd","epldt.com"
"281472604635024","281472604635031","DCH","JP","Japan","Kanagawa","Yokohama","Hidden","rat.jp"
"281472606087104","281472606087111","DCH","JP","Japan","Tokyo","Tokyo","Kobeshimbunsogoorikomi","ntt.com"
"281472609318476","281472609318577","DCH","CN","China","Jiangsu","Changzhou","ChinaNet Jiangsu Province Network","chinatelecom.com.cn"
"281472609496783","281472609496783","PUB","CN","China","Jiangsu","Nantong","ChinaNet Jiangsu Province Network","chinatelecom.com.cn"
"281472610602598","281472610602751","DCH","CN","China","Beijing","Beijing","China Unicom Beijing Province Network","chinaunicom.com"
"281472613500524","281472613500524","VPN","JP","Japan","Aichi","Nisshin","Chubu Telecommunications Co. Inc.","ctc.co.jp"
"281472615143430","281472615143430","PUB","CN","China","Henan","Zhengzhou","China Unicom Henan Province Network","chinaunicom.com"
"281472616754432","281472616754434","DCH","CN","China","Gansu","Lanzhou","China Unicom Gansu Province Network","chinaunicom.com"
"281472621597619","281472621597619","PUB","CN","China","Shanghai","Shanghai","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472624356723","281472624356930","DCH","CN","China","Zhejiang","Taizhou","ChinaNet Zhejiang Province Network","chinatelecom.com.cn"
"281472625669596","281472625669596","PUB","CN","China","Zhejiang","Wenzhou","ChinaNet Zhejiang Province Network","chinatelecom.com.cn"
"281472629284778","281472629284778","PUB","CN","China","Guangdong","Guangzhou","ChinaNet Guangdong Province Network","chinatelecom.com.cn"
"281472631720435","281472631720497","DCH","PK","Pakistan","Punjab","Lahore","NexLinx Networks (PVT) Limited","nexlinx.net.pk"
"281472633806848","281472633814461","DCH","AU","Australia","New South Wales","Huntingwood","Hostopia Australia Web Pty Ltd","hostopia.com.au"
"281472634446334","281472634446334","PUB","VN","Viet Nam","Dak Nong","Bon Drou Dak M'hang","Viettel Group","viettel.com.vn"
"281472640770780","281472640770961","DCH","CN","China","Beijing","Beijing","Beijing Jingdong 360 Degree E-Commerce Co. Ltd.","jd.com"
"281472641181577","281472641181577","DCH","DE","Germany","Sachsen","Falkenstein","5G Future Inc.","5gfuture.com"
"281472641233815","281472641233932","DCH","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de"
"281472641306712","281472641306712","VPN","AU","Australia","Victoria","Southbank","Bureau Holdings Pty Ltd","mycloudpbx.net.au"
"281472641593293","281472641593293","PUB","CN","China","Hubei","Suizhou","ChinaNet Hubei Province Network","chinatelecom.com.cn"
"281472644571793","281472644571810","DCH","ID","Indonesia","Jakarta Raya","Jakarta","PT. NAP Info Lintas Nusa","nap.net.id"
"281472646296576","281472646296831","DCH","CN","China","Fujian","Quanzhou","ChinaNet Fujian Province Network","chinatelecom.com.cn"
"281472647922944","281472647923199","DCH","CN","China","Zhejiang","Hangzhou","Hangzhou Alibaba Advertising Co. Ltd.","alibaba.com"
"281472648437149","281472648437150","PUB","CN","China","Anhui","Huaibei","ChinaNet Anhui Province Network","chinatelecom.com.cn"
"281472649315080","281472649315085","DCH","CN","China","Anhui","Bozhou","ChinaNet Anhui Province Network","chinatelecom.com.cn"
"281472650432940","281472650432940","PUB","CN","China","Jiangsu","Xuzhou","ChinaNet Jiangsu Province Network","chinatelecom.com.cn"
"281472652615283","281472652615283","PUB","CN","China","Beijing","Beijing","Beijing Volcano Engine Technology Co. Ltd.","bytedance.com"
"281472663061521","281472663061944","DCH","CN","China","Sichuan","Chengdu","Tencent Cloud Computing (Beijing) Co. Ltd","tencent.com"
"281472663231699","281472663231797","DCH","JP","Japan","Tokyo","Tokyo","GMO Internet Inc.","gmo.jp"
"281472665894917","281472665894920","DCH","NZ","New Zealand","Canterbury","Timaru","Vetta Group","vetta.nz"
"281472666102891","281472666102891","VPN","VN","Viet Nam","Hai Duong","Hai Duong","FPT Telecom","fpt.com.vn"
"281472668273293","281472668273293","VPN","JP","Japan","Aichi","Nisshin","Chubu Telecommunications Co. Inc.","ctc.co.jp"
"281472670768442","281472670768442","VPN","HK","Hong Kong","Hong Kong","Hong Kong","HGC Global Communications Limited","hgc.com.hk"
"281472671314513","281472671314518","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Chief Telecom Inc.","chief.com.tw"
"281472671341940","281472671341970","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Chief Telecom Inc.","chief.com.tw"
"281472674112018","281472674112050","DCH","HK","Hong Kong","Hong Kong","Hong Kong","UCloud Information Technology (HK) Limited","ucloud.cn"
"281472678388606","281472678388606","PUB","BT","Bhutan","Thimphu","Thimphu","DrukNet Infra","druknet.bt"
"281472678842728","281472678842735","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Rackspace Inc.","rackspace.com"
"281472679091999","281472679092001","DCH","TH","Thailand","Kamphaeng Phet","Kamphaeng Phet","Uranus Technology Company Limited","uranustech.vn"
"281472679793777","281472679793777","PUB","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472680082373","281472680082398","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472680102753","281472680102753","PUB","HK","Hong Kong","Hong Kong","Hong Kong","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472680171280","281472680171456","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472680994504","281472680994504","PUB","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com"
"281472682396396","281472682396400","PUB","PK","Pakistan","Punjab","Lahore","Transworld Associates (Pvt.) Ltd.","tw1.com"
"281472683575940","281472683576520","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","IBM Cloud International B.V.","softlayer.com"
"281472684499133","281472684499133","PUB","PH","Philippines","National Capital Region","Makati","Philippine Long Distance Telephone Company","pldt.com"
"281472687570982","281472687570982","PUB","CN","China","Guangdong","Jiangmen","ChinaNet Guangdong Province Network","chinatelecom.com.cn"
"281472691842998","281472691842998","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Ansan","KT Corporation","kt.com"
"281472694797289","281472694797289","DCH","IN","India","Haryana","Gurgaon","Digivision Entertainment Private Limited","digivive.com"
"281472694798748","281472694798748","DCH","IN","India","Haryana","Gurgaon","Digivision Entertainment Private Limited","digivive.com"
"281472694800979","281472694800979","DCH","IN","India","Haryana","Gurgaon","Digivision Entertainment Private Limited","digivive.com"
"281472694803818","281472694803818","DCH","IN","India","Haryana","Gurgaon","Digivision Entertainment Private Limited","digivive.com"
"281472696626514","281472696626514","PUB","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472696713143","281472696713143","PUB","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472696963176","281472696963183","DCH","IN","India","Maharashtra","Pune","Tata Communications (Canada) Ltd.","tatacommunications.com"
"281472698363020","281472698363020","PUB","JP","Japan","Tokyo","Tokyo","GMO Internet Inc.","gmo.jp"
"281472700092661","281472700092661","PUB","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472700202799","281472700202799","PUB","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com"
"281472700610371","281472700610422","DCH","CN","China","Guangdong","Guangzhou","China Unicom Guangdong Province Network","chinaunicom.com"
"281472701059056","281472701059056","PUB","CN","China","Beijing","Beijing","Beijing Kingsoft Cloud Internet Technology Co. Ltd.","kingsoft.com"
"281472711786853","281472711786853","DCH","AU","Australia","Queensland","Currajong","On Q","onqcomms.net"
"281472713713885","281472713713885","PUB","CN","China","Hebei","Shijiazhuang","China Unicom Hebei Province Network","chinaunicom.com"
"281472714466887","281472714466907","DCH","CN","China","Zhejiang","Hangzhou","Aliyun Computing Co. Ltd","aliyun.com"
"281472715108628","281472715108628","PUB","TW","Taiwan (Province of China)","Taipei","Taipei","Chuan Chan Co. Ltd.","chuan-chan.com.tw"
"281472717809269","281472717809269","PUB","US","United States of America","New York","New York City","Cable & Fiberlink","cablefiberlink.com"
"281472720959599","281472720959599","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Ansan","KT Corporation","kt.com"
"281472723552063","281472723552063","VPN","KR","Korea (the Republic of)","Gwangju-gwangyeoksi","Gwangju","KT Corporation","kt.com"
"281472725276684","281472725276684","DCH","CN","China","Fujian","Putian","ChinaNet Fujian Province Network","chinatelecom.com.cn"
"281472727314324","281472727314324","PUB","CN","China","Jiangsu","Suzhou","ChinaNet Jiangsu Province Network","chinatelecom.com.cn"
"281472729283072","281472729283327","DCH","BD","Bangladesh","Dhaka","Dhaka","Zenlayer (Singapore) Pte. Ltd","zenlayer.com"
"281472734870378","281472734870378","PUB","CN","China","Jiangsu","Nanjing","China Unicom Jiangsu Province Network","chinaunicom.com"
"281472736085244","281472736085244","PUB","CN","China","Henan","Zhengzhou","Zhengzhou Giant Computer Network Technology Co. Ltd","gainet.com"
"281472738769804","281472738769842","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","CAT Telecom Public Company Ltd","cattelecom.com"
"281472742504216","281472742504223","DCH","JP","Japan","Tokyo","Tokyo","NTT Data Corporation","nttdata.com"
"281472743384672","281472743384687","DCH","CN","China","Zhejiang","Jinhua","ChinaNet Zhejiang Province Network","chinatelecom.com.cn"
"281472744335138","281472744335197","DCH","CN","China","Zhejiang","Wenzhou","ChinaNet Zhejiang Province Network","chinatelecom.com.cn"
"281472745876992","281472745877247","DCH","CN","China","Henan","Anyang","China Unicom Henan Province Network","chinaunicom.com"
"281472749075007","281472749075205","DCH","CN","China","Beijing","Beijing","Aliyun Computing Co. Ltd","aliyun.com"
"281472752442750","281472752442750","DCH","PK","Pakistan","Sindh","Karachi","Media Hub Marketing (Pvt.) Limited","mediahub.com.pk"
"281472753146368","281472753146623","DCH","CN","China","Beijing","Beijing","China Unicom Beijing Province Network","chinaunicom.com"
"281472756005480","281472756005887","DCH","CN","China","Henan","Luoyang","ChinaNet Henan Province Network","chinatelecom.com.cn"
"281472757506490","281472757506490","PUB","CN","China","Liaoning","Dalian","ChinaNet Liaoning Province Network","chinatelecom.com.cn"
"281472758919480","281472758919540","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472761957472","281472761957479","DCH","TW","Taiwan (Province of China)","Kaohsiung","Kaohsiung","Sky Digital Co. Ltd.","imcloud.tw"
"281472763199424","281472763199752","DCH","CN","China","Beijing","Beijing","Computer Network Information Center of Chinese Academy of Sciences","cas.cn"
"281472766487919","281472766487919","PUB","IN","India","Maharashtra","Mumbai","Skandha Media Services Pvt Ltd","skandha.in"
"281472767571776","281472767571783","DCH","PH","Philippines","National Capital Region","Mandaluyong City","Expereo International BV","expereo.com"
"281472771731968","281472771732223","DCH","JP","Japan","Tokyo","Tokyo","ISAO Corporation","isao.co.jp"
"281472772397353","281472772397353","PUB","JP","Japan","Tokyo","Tokyo","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472776138770","281472776138770","VPN","JP","Japan","Tokyo","Tokyo","KDDI Corporation","kddi.com"
"281472776748454","281472776749162","DCH","CN","China","Shanghai","Shanghai","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472779236760","281472779236767","DCH","PH","Philippines","National Capital Region","Pasig","Vitro Inc.","vitrodc.com"
"281472780594814","281472780594814","PUB","TH","Thailand","Phitsanulok","Wang Thong","TOT Public Company Limited","tot.co.th"
"281472784020692","281472784020695","DCH","CN","China","Fujian","Quanzhou","ChinaNet Fujian Province Network","chinatelecom.com.cn"
"281472786003712","281472786003967","DCH","CN","China","Zhejiang","Wenzhou","ChinaNet Zhejiang Province Network","chinatelecom.com.cn"
"281472788145998","281472788145998","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com"
"281472795441943","281472795441948","DCH","JP","Japan","Tokyo","Tokyo","Telstra Global","telstraglobal.com"
"281472805088560","281472805088567","DCH","JP","Japan","Tokyo","Tokyo","Uniadex Ltd","uniadex.co.jp"
"281472829323742","281472829323745","PUB","DE","Germany","Hessen","Frankfurt am Main","Zenlayer Inc","zenlayer.com"
"281472829345179","281472829345183","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Zenlayer Inc","zenlayer.com"
"281472830186531","281472830186531","PUB","DE","Germany","Hessen","Frankfurt am Main","Zenlayer Inc","zenlayer.com"
"281472834797568","281472834798607","DCH","US","United States of America","Washington","Quincy","Microsoft Limited","microsoft.com"
"281472835301620","281472835301623","DCH","US","United States of America","Georgia","Watkinsville","Athens Micro Computer Se","athensmicro.com"
"281472837572864","281472837573119","DCH","PL","Poland","Lubuskie","Gorzow Wielkopolski","Provector Sp. z o.o","provector.pl"
"281472838426976","281472838427409","DCH","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de"
"281472840844893","281472840844893","DCH","US","United States of America","Colorado","Denver","Zayo Bandwidth LLC","zayo.com"
"281472840857425","281472840857425","DCH","US","United States of America","California","San Jose","Zayo Bandwidth LLC","zayo.com"
"281472840889122","281472840889123","DCH","US","United States of America","California","Los Angeles","Zayo Bandwidth LLC","zayo.com"
"281472842286844","281472842286844","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com"
"281472842296540","281472842296540","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com"
"281472842308222","281472842308222","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com"
"281472842316537","281472842316537","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com"
"281472842326276","281472842326276","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com"
"281472845021394","281472845021400","DCH","US","United States of America","Texas","Dallas","NTT America Inc.","ntt.com"
"281472845024377","281472845024378","DCH","SG","Singapore","Singapore","Singapore","NTT America Inc.","ntt.com"
"281472845144598","281472845144598","PUB","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com"
"281472845147395","281472845147395","PUB","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com"
"281472848232448","281472848254888","DCH","US","United States of America","North Carolina","Durham","IBM","ibm.com"
"281472854794730","281472854794733","SES","US","United States of America","California","Menlo Park","Facebook Inc.","facebook.com"
"281472854796514","281472854796514","SES","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Facebook Inc.","facebook.com"
"281472854798126","281472854798127","SES","BG","Bulgaria","Sofia (stolitsa)","Sofia","Facebook Inc.","facebook.com"
"281472854799857","281472854799857","SES","US","United States of America","Virginia","Arlington","Facebook Inc.","facebook.com"
"281472854801853","281472854801853","SES","US","United States of America","California","Menlo Park","Facebook Inc.","facebook.com"
"281472854804719","281472854804719","SES","US","United States of America","California","Menlo Park","Facebook Inc.","facebook.com"
"281472854808799","281472854808799","SES","GT","Guatemala","Guatemala","Santa Catarina Pinula","Facebook Inc.","facebook.com"
"281472854810702","281472854810703","SES","US","United States of America","Arizona","Phoenix","Facebook Inc.","facebook.com"
"281472854812742","281472854812745","SES","US","United States of America","Georgia","Atlanta","Facebook Inc.","facebook.com"
"281472854816274","281472854816274","SES","GB","United Kingdom of Great Britain and Northern Ireland","England","Manchester","Facebook Inc.","facebook.com"
"281472855604567","281472855604567","PUB","US","United States of America","Arizona","Phoenix","Oracle Corporation","oracle.com"
"281472855848851","281472855848851","PUB","SG","Singapore","Singapore","Singapore","Oracle Corporation","oracle.com"
"281472855960639","281472855960680","DCH","FR","France","Provence-Alpes-Cote-d'Azur","Marseille","Oracle Corporation","oracle.com"
"281472856083315","281472856083315","PUB","US","United States of America","Arizona","Phoenix","Oracle Corporation","oracle.com"
"281472856435607","281472856435697","DCH","US","United States of America","California","San Jose","Oracle Corporation","oracle.com"
"281472859449416","281472859449420","DCH","ZA","South Africa","Gauteng","Johannesburg","Network Platforms (Pty) Ltd","networkplatforms.co.za"
"281472859945380","281472859945380","PUB","US","United States of America","Georgia","Douglasville","DigitalOcean LLC","digitalocean.com"
"281472859982593","281472859982856","DCH","US","United States of America","Virginia","Ashburn","Oracle Public Cloud","oracle.com"
"281472860844261","281472860844332","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com"
"281472860919480","281472860919480","PUB","HK","Hong Kong","Hong Kong","Hong Kong","Zenlayer Inc","zenlayer.com"
"281472862389200","281472862389201","DCH","AU","Australia","New South Wales","Sydney","NTT America Inc.","ntt.com"
"281472862399787","281472862399800","DCH","US","United States of America","Virginia","Ashburn","NTT America Inc.","ntt.com"
"281472862441141","281472862441142","DCH","US","United States of America","Georgia","Atlanta","NTT America Inc.","ntt.com"
"281472865507808","281472865507839","DCH","ES","Spain","Catalunya","Barcelona","Palo Alto Networks Inc","paloaltonetworks.com"
"281472865654052","281472865654052","PUB","HU","Hungary","Budapest","Budapest","2Connect Telecommunications Infrastructure & Network Services Ltd.","2connect.com"
"281472866800256","281472866800263","DCH","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com"
"281472866834913","281472866834932","DCH","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com"
"281472866842870","281472866842926","DCH","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com"
"281472868983852","281472868983852","PUB","US","United States of America","New Jersey","Secaucus","NTT America Inc.","ntt.com"
"281472868986371","281472868986371","PUB","US","United States of America","New Jersey","Secaucus","NTT America Inc.","ntt.com"
"281472868998468","281472868998471","VPN","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com"
"281472870449225","281472870449225","DCH","FR","France","Ile-de-France","Paris","Cogent Communications LLC","cogentco.com"
"281472870454129","281472870454129","DCH","FR","France","Provence-Alpes-Cote-d'Azur","Nice","Cogent Communications LLC","cogentco.com"
"281472870462439","281472870462440","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com"
"281472871476574","281472871476574","PUB","US","United States of America","Connecticut","New Haven","Yale University","yale.edu"
