"281472417375413","281472417375413","DCH","ID","Indonesia","Jawa Timur","Surabaya","CV. Natanetwork Solution","natanetwork.id","DCH","138131","CV. Natanetwork Solution","1","-","-","3"
"281472417410104","281472417410104","PUB","MY","Malaysia","Selangor","Cyberjaya","WaWaHost Technology","wawahost.com.my","DCH","137877","Light Cloud (HK) Limited","30","-","-","80"
"281472417472171","281472417472217","DCH","ID","Indonesia","Jakarta Raya","Jakarta","PT Link Data Nusantara","linkdatanusa.net","DCH","9341","PT Indonesia Comnets Plus","1","-","-","3"
"281472417520251","281472417520252","DCH","IN","India","Maharashtra","Pune","Craze IT Solutions Pvt. Ltd.","crazetechnology.com","DCH","133244","Craze IT Solutions Pvt. Ltd.","1","-","-","3"
"281472417569161","281472417569161","RES","BD","Bangladesh","Dhaka","Dhaka","Next Gen Online","nextgenonlinebd.com","ISP","137964","Nextgen Online","27","SCANNER","-","46"
"281472417634563","281472417634563","PUB","KH","Cambodia","Phnom Penh","Phnom Penh","Bighub Co. Ltd","bighub.com.kh","DCH","137989","Bighub Co. Ltd","30","-","-","80"
"281472417678784","281472417678784","RES","PH","Philippines","Cagayan","Magalalag","RBC Cable Master System","rbccablebroadband.com","ISP","138025","RBC Cable Master System","27","-","-","34"
"281472417717703","281472417717703","RES","BD","Bangladesh","Dhaka","Dhaka","Microlink Technology","microlinkbd.net","ISP","134601","Microlink Technology","28","-","-","33"
"281472417732442","281472417732442","RES","ID","Indonesia","Jawa Barat","Depok","PT. Eka Mas Republik","myrepublic.net.id","ISP","63859","PT. Eka Mas Republik","21","-","-","40"
"281472417753843","281472417753843","RES","BD","Bangladesh","Dhaka","Dhaka","Shongzog BD Net","shongzogbd.net","ISP","138150","Salim Khan & Milon Raihan","3","-","-","58"
"281472417772211","281472417772211","RES","PK","Pakistan","Islamabad","Islamabad","Classic Broadband","cbb.com.pk","ISP","141778","Dream Internet Services Pvt Ltd","24","-","-","37"
"281472417789541","281472417789541","RES","ID","Indonesia","Jawa Barat","Bekasi","PT Cyberindo Aditama","cbn.net.id","ISP","135478","PT. Cyberindo Aditama","2","-","-","59"
"281472417851922","281472417851922","RES","IN","India","Maharashtra","Mumbai","B-Fi Networks Private Limited","bfinetworks.com","ISP","138258","B-Fi Networks Pvt. Ltd.","16","-","-","45"
"281472417946739","281472417946807","DCH","VN","Viet Nam","Ha Noi","Hanoi","NhanHoa Software Company","nhanhoa.com","DCH","131353","NhanHoa Software Company","1","-","-","3"
"281472417973879","281472417973893","DCH","ID","Indonesia","Kepulauan Riau","Batam","PT Informasi Nusantara Teknologi","intek.net.id","DCH","138096","PT Informasi Nusantara Teknologi","1","-","-","3"
"281472417998418","281472417998418","PUB","ID","Indonesia","Jawa Timur","Surabaya","PT. Eka Mas Republik","myrepublic.net.id","ISP","63859","PT. Eka Mas Republik","1","-","-","36"
"281472418054131","281472418054138","DCH","BD","Bangladesh","Dhaka","Dhaka","Alpha Net","anetcorp.com","DCH","38493","Royal Green Communication Limited","1","-","-","3"
"281472418098575","281472418098575","RES","ID","Indonesia","Lampung","Sekampung","PT. Megarap Mitra Solusi","mms.net.id","ISP","138112","PT. Megarap Mitra Solusi","26","-","-","35"
"281472418137188","281472418137189","DCH","BD","Bangladesh","Barishal","Pirojpur","DNSBD - Dynamic Network Solutions Bangladesh","dnsbd.com","DCH","138505","DNSBD","1","-","-","3"
"281472418181919","281472418181919","PUB","JP","Japan","Tokyo","Tokyo","Hong Kong Communications International Co. Limited","udc.hk","DCH","137535","JT Telecom International Pte.Ltd.","30","-","-","80"
"281472418270216","281472418270216","RES","MM","Myanmar","Shan","Tachilek","Internet Maekhong Network Company Limited","internetmaekhong.com","ISP","135589","Internet Maekhong Network Company Limited","27","-","-","34"
"281472418289254","281472418289254","RES","ID","Indonesia","Riau","Jadirejo","CV. Inti Prakarsa","intiprakarsa.com","ISP","63859","PT. Eka Mas Republik","27","-","-","34"
"281472418346941","281472418346941","RES","BD","Bangladesh","Rajshahi","Joypurhat","I Tel","itel-life.com","MOB","150731","Skyview Online Ltd","26","SCANNER","-","39"
"281472418386718","281472418386718","PUB","ID","Indonesia","Jawa Timur","Babat","PT Global Media Inti Semesta","gmis.net.id","ISP","138089","PT.Global Media Data Prima","1","-","-","36"
"281472418436957","281472418436957","RES","PK","Pakistan","Punjab","Chak Two Hundred Forty-Nine TDA","Instacom Pvt Ltd","insta.com.pk","ISP","138368","INSTACOM Pvt. Ltd","26","-","-","35"
"281472418494929","281472418494929","PUB","BD","Bangladesh","Chattogram","Chittagong","Easynet","interoute.com","DCH","137059","Easy Net","30","SPAM","-","99"
"281472418540399","281472418540399","PUB","VN","Viet Nam","Ha Noi","Hanoi","NOCIX Trading and Service Limited Company","nocix.net","DCH","135905","Vietnam Posts and Telecommunications Group","30","-","-","80"
"281472418564176","281472418564177","RES","BD","Bangladesh","Dhaka","Dhaka","Antaranga Networks","antbd.net","ISP","132298","Antaranga Dot Com Ltd","25","-","-","36"
"281472418584647","281472418584647","RES","BD","Bangladesh","Dhaka","Tangail","Habib Enterprise","carnival.com.bd","ISP","139901","Apple Communication Ltd.","24","-","-","37"
"281472418608271","281472418608313","DCH","IN","India","Haryana","Yamunanagar","GMR Digital","numarohost.com","DCH","139555","Abronics Communications Pvt Ltd","1","-","-","3"
"281472418634705","281472418634705","RES","NP","Nepal","Gandaki","Pokhara","Sajilo Net Pvt Ltd","sajilonet.com.np","ISP","151396","Sajilo Net Pvt Ltd","21","-","-","40"
"281472418666918","281472418666918","RES","BD","Bangladesh","Chattogram","Feni","Feni Easy Net/ISP","fenieasy.net","ISP","138638","Feni Easy Net / ISP","23","-","-","38"
"281472418707973","281472418707981","DCH","HK","Hong Kong","Hong Kong","Hong Kong","DMIT Inc.","biz.dmit.io","DCH","32519","DMIT Cloud Services","1","-","-","3"
"281472418724803","281472418724803","RES","ID","Indonesia","Banten","Tangerang","PT. Mora Telematika Indonesia","moratelindo.co.id","ISP","131111","PT Mora Telematika Indonesia","1","-","-","60"
"281472418768397","281472418768397","RES","BD","Bangladesh","Dhaka","Dhaka","Promee International","promeeinternational.com","ISP","138903","Promee International","26","-","-","35"
"281472418815584","281472418815584","VPN","BD","Bangladesh","Dhaka","Sherpur","Level3 Carrier Limited","level3carrier.com","DCH","138385","Chittagong Data Communication","1","-","-","99"
"281472418830979","281472418830979","RES","IN","India","Bihar","Banka","Nandbalaji Connecting Zone Pvt. Ltd","nandbalaji.com","ISP","132972","Nandbalaji Connecting Zone Pvt. Ltd.","19","-","-","42"
"281472418859826","281472418859834","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Eons Data Communications Limited","eons.cloud","DCH","138997","Eons Data Communications Limited","1","-","-","3"
"281472418892680","281472418892681","RES","BD","Bangladesh","Dhaka","Sarishabari","KBZ Online","kbzonlineisp.com","ISP","132169","KBZ Online","29","-","-","32"
"281472418917577","281472418917577","DCH","VN","Viet Nam","Ha Noi","Hanoi","Trung Hieu Services Trading Investment Company Limited","nocix.net","DCH","135905","Vietnam Posts and Telecommunications Group","1","-","-","3"
"281472418956423","281472418956441","DCH","BD","Bangladesh","Khulna","Media","Power Media","power.com.pl","DCH","139202","Power Media","1","-","-","3"
"281472419011447","281472419011447","RES","IN","India","Andhra Pradesh","Vepagunta","Raj Services","rajfibernet.com","ISP","138765","Raj Services","27","-","-","34"
"281472419051005","281472419051005","PUB","IN","India","Maharashtra","Ahmadnagar","MAXtech","maxtechagency.com","DCH","154282","MAXtech","30","-","-","80"
"281472419075762","281472419075762","RES","ID","Indonesia","Jawa Barat","Lembang","CV. Norisma Mandiri","primacom.id","ISP","133815","PT Primacom Interbuana","17","-","-","44"
"281472419138858","281472419138858","PUB","JP","Japan","Tokyo","Honmachi","Zhu Hai Shi Fu Yuan Le Yu Technology Limited","franary.net","DCH","41378","Kirino LLC","30","-","-","80"
"281472419203734","281472419203734","PUB","BD","Bangladesh","Dhaka","Gazipur","Joydebpur Network","joydebpurnetwork.net","DCH","139678","Joydebpur Network","30","-","-","80"
"281472419237545","281472419237545","PUB","ID","Indonesia","Jakarta Raya","Jakarta","PT. Sarinci Kili","kilihoster.com","DCH","9341","PT Indonesia Comnets Plus","30","-","-","80"
"281472419277151","281472419277152","PUB","ID","Indonesia","Jakarta Raya","Jakarta","PT. Nurfita Karya Mandiri","nurfitahoster.com","DCH","9341","PT Indonesia Comnets Plus","30","-","-","80"
"281472419292076","281472419292076","PUB","ID","Indonesia","Jakarta Raya","Jakarta","CV.Luga Putra Mandiri","lugahoster.com","DCH","9341","PT Indonesia Comnets Plus","30","-","-","80"
"281472419342616","281472419342616","RES","IN","India","Delhi","Azadpur","Nikhil Network Solution","nikhilnetworksolution.in","ISP","133697","Nikhil Network Solution","10","-","-","51"
"281472419369405","281472419369405","RES","BD","Bangladesh","Chattogram","Laksham","Star Communication","starcommunications.net","ISP","139841","Star Communication","12","-","-","49"
"281472419418179","281472419418179","PUB","JP","Japan","Tokyo","Tokyo","Arisk Communications inc","ariskisp.com","DCH","395793","Arisk Communications Inc.","22","-","-","93"
"281472419451938","281472419451938","PUB","ID","Indonesia","Banten","Tangerang","PT Data Prima Solusindo","dataprime.net.id","DCH","139955","PT Data Prima Solusindo","30","-","-","80"
"281472419477925","281472419477926","PUB","VN","Viet Nam","Ha Noi","Hanoi","NXKY Vietnam Company Limited","vietserver.vn","DCH","135905","Vietnam Posts and Telecommunications Group","30","-","-","80"
"281472419503090","281472419503091","RES","BD","Bangladesh","Dhaka","Dhaka","The Smart Network","smartnetwork.com.bd","ISP","140071","The Smart Network","26","-","-","35"
"281472419529427","281472419529427","PUB","ID","Indonesia","Jawa Barat","Indramayu","PT Tusaba Sinergy Abadi","adaabang.com","DCH","141127","PT Anugerah Cimanuk Raya","30","-","-","80"
"281472419541505","281472419541505","PUB","BD","Bangladesh","Dhaka","Dhaka","Bandhon Enterprise","bandhon.com.bd","ISP","140216","Bandhon Enterprise","23","-","-","29"
"281472419570056","281472419570056","PUB","PK","Pakistan","Punjab","Sialkot","Intense Communication (Private) Limited.","in10stech.com","DCH","142647","Nasstec Airnet Networks Private Limited","30","-","-","80"
"281472419596763","281472419596763","DCH","VN","Viet Nam","Ha Noi","Hanoi","Inode Company Limited","vietserver.vn","DCH","63737","VietServer Services Technology Company Limited","1","-","-","3"
"281472419632084","281472419632084","RES","BD","Bangladesh","Khulna","Khulna","Delta Software and Communication Limited","deltainfocom.com","ISP","152479","Delta Software and Communication Limited","23","-","-","38"
"281472419677470","281472419677470","PUB","ID","Indonesia","Banten","Bogor","PT Santana Adi Daya","biznetg.io","DCH","133800","PT Biznet Gio Nusantara","30","-","-","80"
"281472419704774","281472419704774","RES","PK","Pakistan","Punjab","Lahore","New Universal World Private Limited","nutvcables.com","ISP","152605","Z Com Networks","25","-","-","36"
"281472419724388","281472419724388","PUB","VN","Viet Nam","Ha Noi","Hanoi","Vson Telecommunication Service Company Limited","vietserver.vn","DCH","135905","Vietnam Posts and Telecommunications Group","30","-","-","80"
"281472419755520","281472419755521","DCH","ID","Indonesia","Sulawesi Barat","Mamuju","PT Media Manakarra Net","media-manakarra.net","DCH","140437","PT Media Manakarra Net","1","-","-","3"
"281472419792619","281472419792619","RES","IN","India","Punjab","Abohar","I T Solution","angelbroadband.com","ISP","137655","Angel Air Network Solutions Pvt. Ltd.","29","-","-","32"
"281472419833407","281472419833407","RES","PK","Pakistan","Punjab","Multan","Getlinks (SMC-Private) Limited Market","getlinks.net.pk","ISP","140900","Getlinks (SMC-Private) Limited","23","-","Webshare","38"
"281472419843577","281472419843577","DCH","VN","Viet Nam","Ha Noi","Hanoi","Representative office of VietServer Services technology company limited","vietserver.vn","DCH","135905","Vietnam Posts and Telecommunications Group","1","-","-","3"
"281472419863215","281472419863215","RES","BD","Bangladesh","Dhaka","Dhaka","Pabna Cable Vision Dot Net","pabnacablevision.net","ISP","140930","Pabna Cable Vision Dot Net","25","-","-","36"
"281472419892266","281472419892266","RES","NP","Nepal","Lumbini","Gulariya","Life Net Pvt. Ltd.","lifenet.com.np","ISP","137580","Everest Wireless Network Pvt. Ltd","7","-","-","54"
"281472419917723","281472419917723","RES","ID","Indonesia","Jakarta Raya","Jakarta","PT Auliah Mitra Hayati","moratelindo.net.id","ISP","131111","PT Mora Telematika Indonesia","21","-","-","40"
"281472419959366","281472419959366","RES","PK","Pakistan","Punjab","Sialkot","ADG LDI (Private) Limited","adgldi.com","ISP","139820","HG Telecommunication Private Limited","18","-","-","43"
"281472419985212","281472419985212","RES","BD","Bangladesh","Chattogram","Chattogram","Our Online","ouronlinet.net","ISP","141155","Our Online","16","-","-","45"
"281472420010366","281472420010366","PUB","VN","Viet Nam","Quang Nam","Hoi An","VN Change Digital Ltd.","bkns.vn","DCH","153016","VN Change Digital Ltd.","30","-","-","80"
"281472420034606","281472420034606","RES","BD","Bangladesh","Dhaka","Khilgaon","Bandhu Network System","bnsbd.com","ISP","141194","Bandhu Network System","14","-","-","47"
"281472420044867","281472420044867","PUB","ID","Indonesia","Jakarta Raya","Jakarta","PT Karya Panca Telekomunikasi","rapatel.net.id","ISP","141087","PT Karya Panca Telekomunikasi","6","-","-","34"
"281472420068634","281472420068635","RES","BD","Bangladesh","Dhaka","Dhaka","Speed Net","btl.net","ISP","153038","Business Zone Limited","13","-","-","48"
"281472420099483","281472420099483","RES","IN","India","Delhi","New Delhi","Iana Solutions Digital India","zeonet.co.in","ISP","134858","iForce Networks","20","-","-","41"
"281472420123136","281472420123162","DCH","ID","Indonesia","Kalimantan Barat","Tengah","PT Warna Data Multimedia","warnahost.com","DCH","141120","PT Warna Data Multimedia","1","-","-","3"
"281472420167450","281472420167450","PUB","BD","Bangladesh","Sylhet","Sylhet","Search IT","searchit.es","DCH","141398","Search IT","30","-","-","80"
"281472420188331","281472420188331","RES","IN","India","Tamil Nadu","Coimbatore","Live Fibernet Service Private Limited","livefibernet.com","ISP","138746","Live Fibernet","28","-","-","33"
"281472420216169","281472420216169","PUB","ID","Indonesia","Jawa Tengah","Balapulang","PT Media Cepat Indonesia","rapid.net.id","ISP","141137","PT Media Cepat Indonesia","1","-","-","36"
"281472420264135","281472420264135","RES","IN","India","Maharashtra","Mumbai","High Speed Infomedia Pvt Ltd","highspeedinfomedia.com","ISP","141292","High Speed Infomedia Pvt. Ltd.","4","-","-","57"
"281472420295168","281472420295679","DCH","HK","Hong Kong","Hong Kong","Hong Kong","HongKong Rising Group Co. Limited","51idc.com","DCH","149014","Bo Jing","1","-","-","3"
"281472420335255","281472420335255","PUB","IN","India","Uttar Pradesh","Moradabad","Speed Infotech Solutions","webnode.page","DCH","135182","Moradabad Internet Services Private Limited","30","-","-","80"
"281472420365875","281472420365875","RES","BD","Bangladesh","Chattogram","Comilla","Victorians Online","victoriansonline.com","ISP","134502","Victorians Online","19","-","-","42"
"281472420394349","281472420394352","DCH","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Thai an Information Technology Joint Stock Company","hosttiny.net","DCH","135918","Viet Digital Technology Liability Company","1","-","-","3"
"281472420433419","281472420433419","DCH","IN","India","Gujarat","Veraval","Interlock Communication","interlockind.com","DCH","141536","Interlock Communication","1","-","-","3"
"281472420470258","281472420470258","RES","ID","Indonesia","Jawa Timur","Madiun","PT Madiun Multimedia","madiunmultimedia.co.id","ISP","139952","PT Trisari Data Indonusa","7","-","-","54"
"281472420505977","281472420505977","RES","IN","India","Bihar","Masaurhi Buzurg","Star Prime Broadband Private Limited","starprimenetwork.com","ISP","140197","NetConnect Services Private Limited","23","-","-","38"
"281472420535339","281472420535339","VPN","NL","Netherlands (Kingdom of the)","Overijssel","Enschede","XS Usenet","xsusenet.com","DCH","206092","F.N.S. Holdings Limited","1","SPAM/SCANNER","ExpressVPN","99"
"281472420565496","281472420565496","DCH","HK","Hong Kong","Hong Kong","Hong Kong","SCloud Pte Ltd","scloud.sg","DCH","142002","SCloud Pte Ltd","1","-","-","3"
"281472420604395","281472420604399","DCH","BD","Bangladesh","Dhaka","Dhaka","Foxpro Technology","foxprotechnology.com","DCH","142015","Foxpro Technology","1","-","-","3"
"281472420628485","281472420628485","DCH","IN","India","Delhi","New Delhi","Urban IQ Soft Solution","telesyssoftsolution.com","DCH","133661","Netplus Broadband Services Private Limited","1","-","-","3"
"281472420636447","281472420636447","RES","IN","India","Delhi","New Delhi","Ultra High Speed Internet Services Pvt Ltd","ultraservices.co.in","ISP","132627","FiberMetric Broadband Private Limited","22","-","-","39"
"281472420677930","281472420677930","PUB","ID","Indonesia","Jawa Barat","Rancabolang","PT Akses Bersama Sedaya","absnet.id","ISP","141978","PT Akses Bersama Sedaya","1","-","-","36"
"281472420701649","281472420701649","RES","NP","Nepal","Madhesh","Janakpur","Wifi Nepal Private Limited","abidenet.com.np","ISP","142065","Wifi Nepal Private Limited","28","-","-","33"
"281472420734797","281472420734797","RES","BD","Bangladesh","Dhaka","Dhaka","M/S. Net Zone","netzonebd.net","ISP","140600","M/S. Net Zone","19","-","-","42"
"281472420764183","281472420764183","PUB","VN","Viet Nam","Cao Bang","Dong Da","Vietserver Viet Nam Service Technology Company Limited","vietserver.vn","DCH","63737","VietServer Services Technology Company Limited","30","-","-","80"
"281472420780823","281472420780823","PUB","IN","India","Delhi","New Delhi","Debugging Code","irightnow.com","DCH","132116","Ani Network Pvt Ltd","30","-","-","80"
"281472420795619","281472420795620","DCH","IN","India","Delhi","New Delhi","Imperil Technology","tcileung.com","DCH","133661","Netplus Broadband Services Private Limited","1","-","-","3"
"281472420806378","281472420806378","RES","PK","Pakistan","Punjab","Rawalpindi","Aero Cable (Pvt) Ltd","aerocable.net","ISP","138910","N/A","5","-","-","56"
"281472420814645","281472420814645","RES","IN","India","Delhi","Delhi","N4U Broadband Private Limited","n4ubroadband.com","ISP","141865","N4U Broadband Private Limited","26","-","-","35"
"281472420850688","281472420850943","DCH","US","United States of America","New Jersey","Newark","Fastmail","fastmailteam.com","DCH","151847","Fastmail Pty Ltd","1","-","-","3"
"281472420910494","281472420910494","RES","ID","Indonesia","Riau","Kuala","PT Kangen Network Solusindo","kangen.net.id","ISP","142339","PT Kangen Network Solusindo","28","-","-","33"
"281472420952832","281472420953087","DCH","IN","India","Madhya Pradesh","Indore","Smtpmailers Pvt Ltd","smtpmailers.com","DCH","-","-","1","-","-","3"
"281472420980794","281472420980794","RES","IN","India","Rajasthan","Bhilwara","SPH Broadband Services","radinet.in","ISP","138277","Radinet Info Solutions Private Limited","3","-","-","58"
"281472421003243","281472421003243","PUB","VN","Viet Nam","Ha Noi","Hanoi","Sunsea Informatics Company Limited","vietserver.vn","DCH","63737","VietServer Services Technology Company Limited","30","-","-","80"
"281472421024742","281472421024742","VPN","ID","Indonesia","Jawa Barat","Bekasi","PT Multi Network Indonesia","mni.net.id","DCH","142373","PT Multi Network Indonesia","1","-","Sentinel","99"
"281472421051729","281472421051729","RES","IN","India","Madhya Pradesh","Rewa","Mahabal Net Service Provider Private Limited","mahabalnet.in","ISP","139543","Mahabal Net Service Provider Private Limited","17","-","-","44"
"281472421075389","281472421075389","DCH","ID","Indonesia","Jakarta Raya","Jakarta","PT Integrasi Jaringan Ekosistem","weave.co.id","DCH","142387","PT Integrasi Jaringan Ekosistem","1","-","-","3"
"281472421085586","281472421085586","PUB","VN","Viet Nam","Lao Cai","Lao Cai","Ban Cua Nui Trade and Service Joint Stock Company","tndhost.com","DCH","140807","Nguyen Ngoc Thanh Trading Limited Company","30","-","-","80"
"281472421108084","281472421108084","RES","IN","India","West Bengal","Tamluk","Psnet Solutions Private Limited","binodan.net","ISP","146942","Psnet Solutions Private Limited","20","-","-","41"
"281472421135751","281472421135751","DCH","PH","Philippines","National Capital Region","Manila","Iptech Solution Provider Incorporated","iptechsolutionprovider.com","DCH","147014","Solution Provider","1","-","-","3"
"281472421192196","281472421192208","DCH","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Inter Group Viet Nam Joint Stock Company","interdata.vn","DCH","151858","Interdigi Joint Stock Company","1","-","-","3"
"281472421220675","281472421220675","DCH","IN","India","Telangana","Hyderabad","Panduranga Cable and Networks","ctrls.in","DCH","150008","Pioneer eLabs Ltd.","1","-","-","3"
"281472421260734","281472421260734","RES","ID","Indonesia","Jawa Barat","Pamanukan","PT Global Erasiber Teknologi","gesitnet.id","ISP","147106","PT Global Erasiber Teknologi","26","-","-","35"
"281472421280000","281472421280003","DCH","BD","Bangladesh","Dhaka","Dhaka","Aayat Host","aayathost.com","DCH","148978","Aayat Host","1","-","-","3"
"281472421300450","281472421300450","RES","IN","India","Kerala","Payyannur","Satellite Cable Network","keralavisionisp.com","ISP","138754","Kerala Vision Broad Band Private Limited","10","-","-","51"
"281472421327773","281472421327773","RES","BD","Bangladesh","Dhaka","Bhairab Bazar","Apace Dot Net","apace.com.bd","ISP","134562","Discovery Internet","19","-","-","42"
"281472421359327","281472421359327","PUB","VN","Viet Nam","Ha Noi","Hanoi","Maxcloud Data Transmission and Technology Company Limited","vietserver.vn","DCH","63737","VietServer Services Technology Company Limited","22","-","-","93"
"281472421377570","281472421377570","RES","ID","Indonesia","Jawa Tengah","Jatiroto","PT Mafianet Akses Media","mafia.co.id","ISP","147132","PT Mafianet Akses Media","29","-","-","32"
"281472421407845","281472421407845","PUB","JP","Japan","-","-","Cloudfort IT","corenet.link","DCH","10753","Level 3 Parent LLC","30","-","-","80"
"281472421443944","281472421443944","RES","IN","India","Punjab","Ludhiana","Shiwalik Cable Network Private Limited","netplus.co.in","ISP","133661","Netplus Broadband Services Private Limited","9","-","-","52"
"281472421473815","281472421473815","DCH","IN","India","Gujarat","Surat","RK Fibergrid India Private Limited","rk-infratel.com","DCH","56209","Airlink Teleservices Private Limited","1","-","-","3"
"281472421478709","281472421478709","DCH","IN","India","Delhi","New Delhi","Priyanka Solution and Services","esavege.com","DCH","133661","Netplus Broadband Services Private Limited","1","-","-","3"
"281472421510454","281472421510454","RES","BD","Bangladesh","Dhaka","Dhaka","Rapid Broadband","rapidbroadband.ie","ISP","149312","Rapid Broadband","24","-","-","37"
"281472421533003","281472421533003","RES","IN","India","Kerala","Kizhake Chalakudi","Hightech Broadband Services Pvt Ltd","hightechbroadband.net","ISP","149248","Hightech Broadband Services Pvt Ltd","13","-","-","48"
"281472421560478","281472421560478","RES","BD","Bangladesh","Rajshahi","Rajshahi","FM Networks","fmnetworks.net","ISP","149433","FM Networks","1","-","Sentinel","60"
"281472421577811","281472421577811","RES","IN","India","Kerala","Kasaragod","Mayyazhi Associates Private Limited","mayyazhinet.com","ISP","138754","Kerala Vision Broad Band Private Limited","22","-","-","39"
"281472421586621","281472421586621","RES","IN","India","Kerala","Kollam","New Vision Cable Network","keralavisionisp.com","ISP","138754","Kerala Vision Broad Band Private Limited","22","-","-","39"
"281472421625674","281472421625674","RES","ID","Indonesia","Banten","Tangerang","PT Alam Media Data","amdata.id","ISP","149374","PT Alam Media Data","24","-","-","37"
"281472421644498","281472421644498","RES","PH","Philippines","Surigao del Sur","Cantilan","Tandag Electric & Telephone Company Inc.","visualsec.solutions","ISP","138958","Tandag Electric & Telephone Company Inc.","24","-","-","37"
"281472421659697","281472421659697","PUB","IN","India","Delhi","New Delhi","Heebs Healthcare Private Limited","heebshealthcare.co.in","DCH","139508","Wide Netcom India","28","-","-","91"
"281472421675224","281472421675224","PUB","IN","India","Delhi","New Delhi","Herbalveda Pharmacy","herbalvedapharmacy.co.in","DCH","-","-","30","-","-","80"
"281472421697504","281472421697504","PUB","IN","India","Delhi","New Delhi","Vedimantra Lifecare Private Limited","vedimantra.co.in","DCH","133661","Netplus Broadband Services Private Limited","27","-","-","91"
"281472421726779","281472421726779","PUB","IN","India","Odisha","Bhubaneshwar","Neeladri Software Solution Private Limited","nldsoft.com","DCH","141804","EM-Cyberspace Services Private Limited","30","-","-","80"
"281472421753955","281472421753955","DCH","IN","India","Andhra Pradesh","Guntur","Webmax Network Solutions Private Limited","ctrls.in","DCH","135765","Webmax Network Solutions Private Limited","1","-","-","3"
"281472421767037","281472421767037","RES","IN","India","Kerala","Alappuzha","Iritty Fibre Broadband Private Limited","keralavisionisp.com","ISP","138754","Kerala Vision Broad Band Private Limited","20","-","-","41"
"281472421798570","281472421798570","RES","IN","India","Punjab","Ludhiana","Fastway Versatile Strategics Private Limited","netplus.co.in","ISP","133661","Netplus Broadband Services Private Limited","23","-","-","38"
"281472421812122","281472421812122","RES","IN","India","Delhi","Delhi","Skyway Broadband and Teleservices Pvt Ltd","skywaytelecom.com","ISP","132116","Ani Network Pvt Ltd","13","-","-","48"
"281472421868259","281472421868259","PUB","ID","Indonesia","Jawa Tengah","Sragen","PT Aktech Digital Solutions","aktech.co.id","DCH","149672","PT Aktech Digital Solutions","30","-","-","80"
"281472421916417","281472421916417","RES","IN","India","Kerala","Alappuzha","Ashith Cable TV Network","keralavisionisp.com","ISP","138754","Kerala Vision Broad Band Private Limited","15","-","-","46"
"281472421984885","281472421984885","RES","BD","Bangladesh","Dhaka","Dhaka","L.J Broadband Network","ljbroadbandnetwork.com","ISP","149770","L.J Broadband Network","5","-","-","56"
"281472422005855","281472422005855","DCH","PK","Pakistan","Punjab","Sialkot","Saffi Networks","saffinetwork.com","DCH","142647","Nasstec Airnet Networks Private Limited","1","-","-","3"
"281472422027363","281472422027363","RES","MY","Malaysia","Sarawak","Kuching","For MySRBN Customer Publicly Facing IP","sarawak.digital","ISP","132625","SDEC","15","-","-","46"
"281472422056226","281472422056226","RES","IN","India","Uttar Pradesh","Ghaziabad","Kulung Network And IT Development Services Pvt Ltd","kulung.net.np","ISP","136280","Costel Networks P Ltd","9","-","-","52"
"281472422107565","281472422107565","RES","IN","India","Karnataka","Bengaluru","Nexen Broadband Opc Private Limited","nexen.co.in","ISP","153951","Vega Internet (OPC) Private Limited","25","-","-","36"
"281472422200406","281472422200406","RES","PK","Pakistan","Punjab","Rawalpindi","Clickpick Communications (Pvt) Ltd","clickpickcpl.com","ISP","150683","Fasttel Broadband (Private) Limited","10","-","-","51"
"281472422228064","281472422228064","RES","BD","Bangladesh","Dhaka","Dhaka","Net 3 Link","net3link.com","ISP","133368","Net 3 Link","12","-","-","49"
"281472422243407","281472422243407","DCH","BD","Bangladesh","Dhaka","Dhaka","SPNHOST","spnhost.com","DCH","138622","Unique Communication Service","1","-","-","3"
"281472422261897","281472422261897","RES","IN","India","Maharashtra","Roha","Ssky Conneect Private Limited","sskyconneect.in","ISP","149589","Ssky Conneect Private Limited","13","-","-","48"
"281472422298443","281472422298443","RES","IN","India","Kerala","Kalpetta","KMCN Channel","keralavisionisp.com","ISP","138754","Kerala Vision Broad Band Private Limited","17","-","-","44"
"281472422345356","281472422345356","RES","PK","Pakistan","Punjab","Lahore","WaliTel","walitel.com","ISP","139043","WellNetworks (Private) Limited","15","-","-","46"
"281472422420480","281472422421503","DCH","DE","Germany","Bayern","Hammel","Lewtelnet GmbH Neusaess","lewtelnet.de","DCH","12886","LEW TelNet GmbH","1","-","-","3"
"281472422533281","281472422533281","PUB","IN","India","Haryana","Faridabad","Elyzium Technologies Pvt. Ltd.","elyzium.co.in","DCH","134319","Elyzium Technologies Pvt. Ltd.","30","-","-","80"
"281472422583253","281472422583253","PUB","IN","India","Uttar Pradesh","Noida","STG Software Solution Pvt Ltd","stgscloud.com","DCH","133676","Precious Netcom Pvt Ltd","29","-","-","91"
"281472422641704","281472422641704","RES","IN","India","Uttar Pradesh","Noida","Durga Broadband Services","durgawifi.com","ISP","141529","VMPS Internet Private Limited","13","-","-","48"
"281472422662051","281472422662052","PUB","IN","India","Maharashtra","Mumbai","System Solution","systemsolutions.com","DCH","133001","Airnet Cable and Datacom Pvt Ltd","30","-","-","80"
