"281474250310770","281474250310771","DCH","FR","France","Ile-de-France","Nanterre","GTT Communications France SAS","easynet.fr","DCH","5511","Orange S.A.","1","-"
"281474250326177","281474250326177","DCH","FR","France","Ile-de-France","Nanterre","GTT Communications France SAS","easynet.fr","DCH","5511","Orange S.A.","1","-"
"281474250807968","281474250807999","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"281474250885336","281474250885343","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Liverpool","Claranet Limited","claranet.co.uk","DCH","6656","Claranet Limited","1","-"
"281474251003088","281474251003095","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Verizon Belgium Luxembourg NV","uunet.be","DCH","702","Verizon Business","1","-"
"281474251119164","281474251119184","DCH","RU","Russian Federation","Moskva","Moscow","Zao GTNT","gtnt.ru","DCH","57529","Zao GTNT","1","-"
"281474251198345","281474251198347","DCH","RU","Russian Federation","Moskva","Moscow","Autonomous Nonprofit Organisation Russian Scientific-Research Institute for Public Networks","ripn.ru","DCH","49199","Autonomous Nonprofit Organisation Russian Scientific-Research Institute for Public Networks","1","-"
"281474252380072","281474252380079","DCH","DE","Germany","Thuringen","Lucka","q.beyond AG","qbeyond.de","DCH","12399","q.beyond AG","1","-"
"281474252397890","281474252397897","DCH","DE","Germany","Nordrhein-Westfalen","Koeln","q.beyond AG","qbeyond.de","DCH","12399","q.beyond AG","1","-"
"281474252998902","281474252998928","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474253004340","281474253004343","DCH","ES","Spain","Galicia","Bergondo","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474253013616","281474253013619","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Wigan","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474253019321","281474253019321","DCH","FR","France","Ile-de-France","Paris","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474253023877","281474253023877","DCH","FR","France","Ile-de-France","Paris","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474253063693","281474253063693","DCH","DK","Denmark","Hovedstaden","Copenhagen","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253068919","281474253068932","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253076332","281474253076335","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Yeovil","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253080253","281474253080253","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253085217","281474253085217","DCH","FR","France","Ile-de-France","Paris","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253091952","281474253091959","DCH","FR","France","Ile-de-France","Courbevoie","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253096496","281474253096503","DCH","NL","Netherlands (Kingdom of the)","Gelderland","Velp","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253106352","281474253106367","DCH","FR","France","Ile-de-France","Paris","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253113592","281474253113599","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam-Zuidoost","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253123664","281474253123671","DCH","TR","Turkiye","Istanbul","Istanbul","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474253398518","281474253398518","VPN","ES","Spain","Madrid, Comunidad de","Madrid","IONOS SE","ionos.com","DCH","8560","IONOS SE","2","-"
"281474253814293","281474253814293","PUB","RU","Russian Federation","Moskva","Moscow","VK Tech Kazakhstan LLP","mail.ru","DCH","47764","LLC VK","30","-"
"281474254046502","281474254046594","DCH","IT","Italy","Toscana","Arezzo","Aruba S.p.A. - Cloud Services Farm2","arubacloud.com","DCH","31034","Aruba S.p.A.","1","-"
"281474254842496","281474254842623","DCH","CH","Switzerland","Ticino","Lugano","Duferco S.A. Data Center","duferco.com","DCH","702","Verizon Business","1","-"
"281474256234452","281474256234455","DCH","TR","Turkiye","Istanbul","Istanbul","Abh Turizm Temsilcilik ve Ticaret A S","superonline.net","DCH","5422","Superonline Iletisim Hizmetleri A.S.","1","-"
"281474256717331","281474256717331","DCH","LV","Latvia","Riga","Riga","Versija SIA","vernet-dc.lv","DCH","8285","Versija SIA","1","BOTNET"
"281474257113332","281474257113335","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474257411483","281474257411564","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"281474257848425","281474257848426","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474257855489","281474257855489","DCH","DE","Germany","Hessen","Frankfurt am Main","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474257864585","281474257864585","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT Communications Inc.","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"281474257980704","281474257980707","DCH","FR","France","Ile-de-France","Paris","Colt Telecom","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474258775296","281474258775308","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","P2P Nets for Verizon End Customers in the Netherlands","it4profit.com","DCH","702","Verizon Business","1","-"
"281474259289888","281474259289903","DCH","DE","Germany","Hessen","Frankfurt am Main","CEMA AG","cema.de","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474259309636","281474259309639","DCH","DE","Germany","Hamburg","Hamburg","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474259338475","281474259338479","DCH","DE","Germany","Hamburg","Hamburg","COLT Technologies","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474260165368","281474260165375","DCH","TR","Turkiye","Istanbul","Istanbul","Gateway Management Lojistik Anonim Sirketi.","gateway.com.tr","DCH","34984","Superonline Iletisim Hizmetleri A.S.","1","-"
"281474260730112","281474260730367","DCH","DE","Germany","Hessen","Frankfurt am Main","Plus.line AG","plusline.de","DCH","206564","Plus.line AG","1","-"
"281474260954784","281474260954791","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","COLT Technologies","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"281474261519120","281474261519127","DCH","DE","Germany","Bayern","Nuremberg","SecCrest Technology GmbH","noris.de","DCH","12337","noris Network AG","1","-"
"281474262368611","281474262368611","DCH","FI","Finland","Uusimaa","Helsinki","Ivan Bulavkin","onerinvestments.com","DCH","41745","Baykov Ilya Sergeevich","1","-"
"281474262395293","281474262395296","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Greenhost BV","greenhost.nl","DCH","47172","Greenhost BV","1","-"
"281474262458865","281474262458876","DCH","UZ","Uzbekistan","Toshkent","Tashkent","IPX - FZCO","iplir.com","DCH","48456","IPX - FZCO","1","-"
"281474262585507","281474262585509","DCH","UA","Ukraine","Kyiv","Kyiv","Bilink LLC","bilink.ua","DCH","48683","Bilink LLC","1","-"
"281474262611207","281474262611209","DCH","EE","Estonia","Harjumaa","Tallinn","EDIS GmbH","edis.at","DCH","202759","RJ Network OU","1","-"
"281474263905448","281474263905451","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Maidenhead","Awaiting Description","onyx.net","DCH","12703","Pulsant (Scotland) Ltd","1","-"
"281474264035661","281474264035662","DCH","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281474264220043","281474264220294","DCH","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com","DCH","51167","Contabo GmbH","1","-"
"281474264441520","281474264441527","DCH","FI","Finland","Uusimaa","Porvoo","Agrica Ab","dnainternet.fi","DCH","16086","DNA Oyj","1","-"
"281474264561592","281474264561599","DCH","FI","Finland","Pirkanmaa","Tampere","Enfo Oyj","enfo.fi","DCH","16086","DNA Oyj","1","-"
"281474264817532","281474264817532","PUB","DE","Germany","Berlin","Berlin","Home of the Brave Internet Technology Based Solutions GmbH","brave.de","DCH","64267","Sprious LLC","30","-"
"281474265293580","281474265293580","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Global Layer B.V.","global-layer.com","DCH","49453","Global Layer B.V.","30","-"
"281474265473312","281474265473375","DCH","TR","Turkiye","Istanbul","Istanbul","Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.","doruk.net.tr","DCH","8685","Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.","1","-"
"281474265553058","281474265553058","PUB","TR","Turkiye","Istanbul","Istanbul","G-Core Labs S.A.","gcorelabs.com","DCH","199524","G-Core Labs S.A.","30","-"
"281474265713735","281474265713735","VPN","US","United States of America","New Jersey","Piscataway","TruView LLC","truviewllc.com","DCH","20473","The Constant Company LLC","7","-"
"281474265730975","281474265730975","VPN","HR","Croatia","Osjecko-baranjska zupanija","Batina","Weiss Hosting Group S.r.l.","pq.hosting","DCH","209847","WorkTitans B.V.","1","-"
"281474266022661","281474266022878","DCH","SG","Singapore","Singapore","Singapore","UpCloud Ltd","upcloud.com","DCH","202053","UpCloud Ltd","1","-"
"281474266141096","281474266141695","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Claranet Limited","claranet.co.uk","DCH","8426","Claranet Limited","1","-"
"281474266167317","281474266167317","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","InMotion Hosting Inc.","inmotionhosting.com","DCH","22611","InMotion Hosting Inc.","1","-"
"281474266401246","281474266401791","DCH","CY","Cyprus","Lefkosia","Strovolos","LogosNet Services Limited","logosnet.cy.net","DCH","5504","LogosNet Services Limited","1","-"
"281474266590072","281474266590079","DCH","DE","Germany","Rheinland-Pfalz","Mainz","Treurag AG","mk.de","DCH","25394","MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG","1","-"
"281474266763672","281474266763711","DCH","IT","Italy","Lazio","Pomezia","Enterprise Services Italia S.R.L","dxc.com","DCH","56941","Enterprise Services Italia S.R.L","1","-"
"281474266954016","281474266955519","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT - EMEA Ltd.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474267273728","281474267273983","VPN","ES","Spain","Illes Balears","Mao","Andrey Voskresenskiy","workkefkey.com","DCH","212238","DataCamp Limited","1","-"
"281474267410801","281474267410801","PUB","BY","Belarus","Minskaya voblasts'","Minsk","ANITEX Ltd.","anitex.by","DCH","21062","Anitex Ltd","30","-"
"281474267635454","281474267635482","VPN","US","United States of America","Delaware","Wilmington","Steel-Axis LLC","ipv4.rent","DCH","207990","HostRoyale Technologies Pvt Ltd","1","-"
"281474268250848","281474268250851","DCH","NL","Netherlands (Kingdom of the)","Flevoland","Almere Stad","VANCIS IP B.V.","vancis.nl","DCH","15879","VANCIS IP B.V.","1","-"
"281474268343225","281474268343232","DCH","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com","DCH","51167","Contabo GmbH","1","-"
"281474268421158","281474268421158","DCH","FR","France","Provence-Alpes-Cote-d'Azur","Marseille","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474268429375","281474268429396","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474268664535","281474268664535","PUB","IT","Italy","Lombardia","Milan","Hosting Robust Solutions","robustsolutions.net","DCH","9137","Uno Communications SpA","15","-"
"281474268966437","281474268966437","DCH","RU","Russian Federation","Moskva","Moscow","LLC Nauka-Svyaz","naukanet.ru","DCH","8641","LLC Nauka-Svyaz","1","-"
"281474269023296","281474269023296","VPN","DE","Germany","Schleswig-Holstein","Augsburg","SIA Singularity Telecom","ws.network","DCH","209372","WS Telecom Inc","16","-"
"281474269413788","281474269413791","DCH","IT","Italy","Piemonte","Torino","Colt Telecom","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"281474269452416","281474269452479","DCH","DE","Germany","Hessen","Wiesbaden","VISTEC Internet Service GmbH","vistec.net","DCH","20792","VISTEC Internet Service GmbH","1","-"
"281474269707540","281474269707540","PUB","US","United States of America","New York","New York City","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation","26","-"
"281474269799832","281474269799855","DCH","DE","Germany","Hessen","Frankfurt am Main","Claranet GmbH","claranet.de","DCH","8426","Claranet Limited","1","-"
"281474269903392","281474269903392","DCH","RU","Russian Federation","Stavropol'skiy kray","Stavropol'","OOOSET Network","zelenaya.net","DCH","48176","MTS PJSC","1","-"
"281474270206967","281474270207999","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Leaseweb Netherlands B.V.","leaseweb.com","DCH","60781","Leaseweb Netherlands B.V.","1","-"
"281474270418960","281474270419263","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Netcalibre Ltd","lchost.net","DCH","25098","Netcalibre Ltd","1","-"
"281474270526037","281474270526037","PUB","NL","Netherlands (Kingdom of the)","Zuid-Holland","Alblasserdam","Ivan Bulavkin","onerinvestments.com","DCH","59651","Alex Largman","13","-"
"281474270693880","281474270693887","DCH","DK","Denmark","Hovedstaden","Copenhagen","GTT - EMEA Ltd.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474271005559","281474271005560","DCH","SE","Sweden","Stockholms lan","Stockholm","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281474271016363","281474271016364","DCH","DE","Germany","Bayern","Gunzenhausen","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281474271171534","281474271171545","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"281474271452644","281474271452647","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","NPS - Property Consultants London","opal-solutions.com","DCH","8586","TalkTalk Communications Limited","1","-"
"281474271549696","281474271549823","DCH","RU","Russian Federation","Moskva","Moscow","Public Serverfarm MSK7","di-net.ru","DCH","12695","LLC Digital Network","1","-"
"281474271562102","281474271562102","DCH","SE","Sweden","Stockholms lan","Stockholm","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"281474271564446","281474271564446","DCH","IT","Italy","Lombardia","Milan","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"281474271566416","281474271566416","DCH","ID","Indonesia","Sulawesi Utara","Manado","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"281474271567774","281474271567774","DCH","FI","Finland","Uusimaa","Helsinki","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"281474271569577","281474271569577","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"281474271740117","281474271740117","DCH","SK","Slovakia","Bratislavsky kraj","Bratislava","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474271747706","281474271747708","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474271877264","281474271877267","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Claranet Limited","claranet.co.uk","DCH","8426","Claranet Limited","1","-"
"281474271986397","281474271986398","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474271991601","281474271991602","DCH","CZ","Czechia","Praha, Hlavni mesto","Prague","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474271994134","281474271994136","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474272000529","281474272000530","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281474306220616","281474306220623","DCH","US","United States of America","California","San Diego","Russian Sunbirds","nethere.net","DCH","19874","Castle Access Inc","1","-"
"281474306339564","281474306339564","DCH","IN","India","Maharashtra","Mumbai","P.D.R Solutions FZC","webhostbox.net","DCH","394695","PDR","30","SCANNER"
"281474306782224","281474306782231","DCH","US","United States of America","Washington","Seattle","KLZ Radio Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281474307088384","281474307089407","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281474307251004","281474307251004","VPN","US","United States of America","Florida","Miami","IPXO LLC","ipxo.com","DCH","206092","F.N.S. Holdings Limited","1","-"
"281474307383907","281474307383907","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","9","SPAM"
"281474307385323","281474307385323","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","SPAM"
"281474307386644","281474307386644","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","SPAM"
"281474307388388","281474307388391","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","-"
"281474307390272","281474307390275","VPN","CA","Canada","Ontario","Toronto","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","-"
"281474307490560","281474307490815","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Guaratiba Telecom Servicos de Comunicacoes Ltda","cogentco.com","DCH","265086","Infinyt Alpha S.A","1","-"
"281474308054400","281474308054527","DCH","US","United States of America","Pennsylvania","Pittsburgh","Expedient","expedient.com","DCH","17054","Expedient","1","-"
"281474308250132","281474308250147","DCH","US","United States of America","Illinois","Chicago","Network Innovations LLC","networkinnovationsllc.com","DCH","53828","Network Innovations LLC","1","-"
"281474308262814","281474308262814","PUB","US","United States of America","Kentucky","Louisville","PureKernel LLC","purekernel.net","DCH","213954","Global Transit Systems LLC","9","-"
"281474308585516","281474308585529","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281474309060480","281474309060511","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Blue Coat Systems Inc","bluecoat.com","DCH","10913","Unitas Global","1","-"
"281474309459948","281474309459948","DCH","US","United States of America","Colorado","Denver","Flexential Colorado Corp.","flexential.com","DCH","13649","Flexential Colorado Corp.","1","-"
"281474309475890","281474309475891","DCH","DE","Germany","Hessen","Frankfurt am Main","Google LLC","google.com","DCH","15169","Google LLC","1","-"
"281474309489920","281474309490431","DCH","US","United States of America","South Carolina","Greenville","Sealed Air Corporation/Diversey","immedion.com","DCH","15085","Immedion LLC","1","-"
"281474309919597","281474309919597","PUB","US","United States of America","California","El Segundo","20 Point Networks LLC","20point.net","DCH","6079","RCN","30","-"
"281474309953536","281474309953567","DCH","CA","Canada","Ontario","Toronto","Disclosurenet Inc.","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"281474309965409","281474309965409","DCH","US","United States of America","Virginia","Ashburn","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"281474309969843","281474309969844","DCH","US","United States of America","California","Fremont","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"281474310438183","281474310438208","DCH","US","United States of America","California","San Clemente","OC Networks","ocservers.net","DCH","394972","Valley Electric Association","1","-"
"281474310461622","281474310461625","SES","US","United States of America","Ohio","Columbus","Anthropic PBC","anthropic.com","SES/AIC","16509","Amazon.com Inc.","1","-"
"281474310501282","281474310501282","PUB","US","United States of America","Nevada","Las Vegas","Colocation America Corporation","colocationamerica.com","DCH","13332","Hype Enterprises","30","-"
"281474310571167","281474310571168","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Internet Utilities NA LLC","netutils.io","DCH","401560","Onecable Network LLC","1","-"
"281474311105408","281474311105471","DCH","US","United States of America","Pennsylvania","Philadelphia","SGNS","host.net","DCH","7381","BroadbandOne LLC","1","-"
"281474311160072","281474311160351","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"281474311244552","281474311244559","DCH","US","United States of America","Texas","Vinton","El PAso Vinton Diagnostic PA","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"281474311780656","281474311780671","DCH","US","United States of America","New York","West Coxsackie","Intelligent Technology Solutions Inc.","itsyourit.com","DCH","27552","Towardex Technologies International Inc.","1","-"
"281474312613988","281474312614067","DCH","US","United States of America","Virginia","Ashburn","GTHost","gthost.com","DCH","63023","GTHost","1","-"
"281474312842464","281474312842471","DCH","US","United States of America","Texas","San Antonio","Corbin-Pacific Inc.","rackspace.com","DCH","33070","Rackspace Hosting","1","-"
"281474313301696","281474313301759","DCH","US","United States of America","Texas","Carrollton","CyrusOne LLC","cyrusone.com","DCH","62","CyrusOne LLC","1","-"
"281474313663939","281474313663939","PUB","DO","Dominican Republic","Santiago","Santiago de los Caballeros","Internet Utilities NA LLC","netutils.io","DCH","273162","Pellegrini SkyNet Solutions SRL","30","-"
"281474314036825","281474314036875","DCH","US","United States of America","Oregon","Portland","Scatter Creek Infonet Inc.","scnresearch.com","DCH","10973","Scatter Creek Infonet Inc.","1","-"
"281474314226346","281474314226346","VPN","US","United States of America","Georgia","Atlanta","NetProtect","netprotect.com","DCH","62651","Strong Technology LLC.","1","SPAM"
"281474314238580","281474314238584","VPN","US","United States of America","California","San Jose","Strong Technologies LLC","strongvpn.com","DCH","22781","Strong Technology LLC.","1","-"
"281474314276615","281474314276615","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","13","-"
"281474314277689","281474314277689","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","29","-"
"281474314278748","281474314278748","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","27","-"
"281474314279804","281474314279805","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","24","-"
"281474314280865","281474314280866","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","6","-"
"281474314307367","281474314307367","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","24","-"
"281474314322491","281474314322491","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","12","-"
"281474314397792","281474314397799","DCH","US","United States of America","Washington","Seattle","United Internet Artist Corp.","internapcdn.com","DCH","16509","Amazon.com Inc.","1","-"
"281474314723392","281474314723399","DCH","CA","Canada","Ontario","Toronto","JackDigitalProductionsInc.","digitalview.com","DCH","29988","Rogers Communications Canada Inc.","1","-"
"281474314995589","281474314995590","DCH","US","United States of America","Ohio","Cincinnati","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281474315207936","281474315207943","DCH","US","United States of America","Illinois","Lemont","Hannah Marine Corporation","networkgci.net","DCH","16399","First Communications LLC","1","-"
"281474315783936","281474315784447","VPN","US","United States of America","California","Los Angeles","MOD Mission Critical","modmc.net","DCH","54103","MOD Mission Critical LLC","1","-"
"281474316102304","281474316102311","DCH","US","United States of America","Illinois","Orland Park","Raminski & Herzog Urology","networkgci.net","DCH","16399","First Communications LLC","1","-"
"281474316633156","281474316633328","VPN","US","United States of America","Texas","Austin","SuperNews","giganews.com","DCH","22363","Powerhouse Management Inc.","1","-"
"281474316976413","281474316976413","DCH","US","United States of America","California","Los Angeles","FASTPLANET LTD","fastplanet.com","DCH","149440","Evoxt Sdn. Bhd.","1","-"
"281474316979297","281474316979298","PUB","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","30","-"
"281474316982958","281474316982958","PUB","US","United States of America","Maryland","Kensington","FASTPLANET LTD","fastplanet.com","DCH","210557","Houeiss and AI-Othman Internet Services LLC","28","-"
"281474316986657","281474316986657","PUB","MX","Mexico","Ciudad de Mexico","Mexico City","FASTPLANET LTD","fastplanet.com","DCH","396356","Latitude.sh","18","-"
"281474316990551","281474316990551","VPN","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","1","-"
"281474317258095","281474317258095","PUB","US","United States of America","California","Aliso Viejo","Alentus Corporation","alentus.com","DCH","395532","Web Site Source","30","-"
"281474317483399","281474317483399","VPN","US","United States of America","New York","New York City","SSV IT Provider Online Services Ltd","proxy-seller.com","DCH","212238","DataCamp Limited","29","-"
"281474317772032","281474317772287","DCH","SG","Singapore","Singapore","Singapore","Global Datacenter","networklayer.com","DCH","36351","IBM Cloud","1","-"
"281474318152448","281474318153055","DCH","US","United States of America","Texas","Houston","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318494208","281474318494463","VPN","US","United States of America","Nevada","Las Vegas","Switch Ltd","switch.com","DCH","23005","Switch Ltd","1","-"
"281474318756894","281474318756895","DCH","US","United States of America","Ohio","Cleveland","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318780710","281474318780712","DCH","US","United States of America","District of Columbia","Washington","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318783083","281474318783083","DCH","US","United States of America","Virginia","Arlington","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318789714","281474318789716","DCH","US","United States of America","District of Columbia","Washington","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318792550","281474318792552","DCH","US","United States of America","Georgia","Atlanta","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"281474318940200","281474318940200","VPN","US","United States of America","Nevada","Las Vegas","Core IP Solutions LLC","hostroyale.com","DCH","136787","PacketHub S.A.","12","-"
"281474319588670","281474319588681","VPN","US","United States of America","Illinois","Chicago","Sprious LLC","sprious.com","DCH","64267","Sprious LLC","1","-"
"281474319961727","281474319961727","DCH","US","United States of America","California","Pleasanton","The Shadow Server Foundation","shadowserver.org","DCH","6939","Hurricane Electric LLC","1","-"
"281474319973730","281474319973730","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"281474320146354","281474320146356","DCH","US","United States of America","Georgia","Atlanta","TINET","tinet.net","DCH","3257","GTT Communications Inc.","1","-"
